[ 1188425ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1194432ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1199813ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1203237ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1205378ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1207636ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1213641ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1217101ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1219484ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1222763ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1226388ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1232303ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1238016ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1241346ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1245482ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1249802ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1252446ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
[ 1256630ms] [ERROR] WebSocket connection to 'ws://localhost:3000/adp-comp-tool/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://localhost:3000/adp-comp-tool/@vite/client:1034
